ds,yhat,yhat_lower,yhat_upper
2015-01-31,5908.939922769104,3239.4080610685905,8966.382424725678
2015-02-28,-12.287358927305831,-2986.79137723946,3111.8292864658883
2015-03-31,10414.354873971814,7335.2887691298,13424.012781300755
2015-04-30,5405.16924178236,2397.853374696247,8337.038874412123
2015-05-31,8583.259964351812,5607.873213669949,11809.776599350458
2015-06-30,13302.247323992617,10475.258882344138,16299.340454488953
2015-07-31,8368.538975139592,5198.918490769224,11280.370197258952
2015-08-31,8144.1724179930125,5296.750707961102,11299.31889427973
2015-09-30,23286.440548881536,20177.59162144024,26218.316463203788
2015-10-31,13476.87827647903,10557.272426597867,16366.388953332722
2015-11-30,23927.821855801703,20756.137843237706,26862.986893874495
2015-12-31,29722.85623325708,26736.914612558896,32842.217870681714
2016-01-31,8685.692073269693,5565.728746070154,11618.24203854743
2016-02-29,4450.366801711085,1416.5248056046448,7199.446804898177
2016-03-31,9246.85208285167,6172.064789277848,12213.63732006233
2016-04-30,11541.469693848792,8583.0656079076,14394.920699335096
2016-05-31,12138.369338367778,9131.649549192063,15064.72229206063
2016-06-30,8387.36699287812,5310.4168653770985,11479.769319422718
2016-07-31,12422.652333939017,9406.809227816144,15299.321032421973
2016-08-31,10512.28089852351,7617.417586970119,13432.373639906464
2016-09-30,25409.9187296852,22369.66810141351,28588.373653473358
2016-10-31,11943.213044428023,8939.337150120282,14961.614059648331
2016-11-30,32937.230494268355,30050.66480977046,36102.18263340672
2016-12-31,27650.611533639538,24786.238707872864,30722.195199903457
2017-01-31,7053.062129106926,3897.4183875384106,9854.399070338692
2017-02-28,5221.178235669338,2242.001395103929,8318.937264353179
2017-03-31,11903.75272946863,8874.841271512514,15231.541670955443
2017-04-30,11759.250204802174,8808.037682069333,14779.236892170435
2017-05-31,13164.619597210709,10138.585713463606,16034.721182968222
2017-06-30,12282.981015878779,9480.58319067963,15376.293147954908
2017-07-31,13361.321178657447,10316.65978388561,16264.216292817919
2017-08-31,11981.200254383642,8826.820048974372,15078.628039538986
2017-09-30,26960.854682257024,23886.56727304049,29912.51305703892
2017-10-31,14737.574944524678,11926.64524169439,17631.529503479585
2017-11-30,32192.96209148273,29101.427475419336,34989.84515021398
2017-12-31,30568.473441100097,27525.349083880486,33443.87787767861
2018-01-31,9876.600378040515,7156.035453698231,12918.259305819633
2018-02-28,5999.227667206707,3230.4387997726276,8897.847486925326
2018-03-31,14559.280072427198,11539.725889438192,17639.605521665726
2018-04-30,11979.847647122268,8779.232711089615,14942.652286939094
2018-05-31,14246.233011379703,11218.39245191565,17238.193656546002
2018-06-30,16189.13835796982,13234.01852340539,19515.083064662784
2018-07-31,14277.252251258735,11351.158859375037,17217.523781161224
2018-08-31,13459.46068969629,10337.712038871523,16336.79186501468
2018-09-30,28521.250406227773,25901.436246605237,31573.8886748226
2018-10-31,17517.694214359813,14371.1640901078,20512.715080995556
2018-11-30,31458.3645937895,28580.40209319808,34463.64892335949
2018-12-31,33529.24305300838,30654.234326630558,36398.352440206596
2019-01-31,12691.392668323213,9646.562943292805,15681.612701362405
2019-02-28,6772.162417168178,3916.7040485748944,9711.275491656193
2019-03-31,17201.015648616507,14339.076877775295,20142.240276305456
